text|entity_start|entity_end|emotion_labels|emotions|emotion_count
I hope we always shall, he answered quietly, pretending not to have understood.|0|1|[3, 5]|['joy', 'surprise']|2
I hope we shan't need to move for a long time; I'm sure we couldn't do better.'|14|15|[3, 5]|['joy', 'surprise']|2
I hoped you would still be in the same house.'|0|1|[3, 5]|['joy', 'surprise']|2
"I incline to Cain's heresy, he used to say quaintly: ""I let my brother go to the devil in his own way."""|9|10|[3]|['joy']|1
"I incline to Cain's heresy, he used to say quaintly: ""I let my brother go to the devil in his own way."""|19|21|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
I keep all my little remembrances of him in that box; they aren't much--not much--but I should like him to have them when I'm gone, so that he may know that I loved him to the last. |41|42|[3]|['joy']|1
I kissed the little face; Guido did the same; and those clear, quiet eyes regarded us both with a strange half-inquiring solemnity.|0|1|[3, 5]|['joy', 'surprise']|2
I know all about it, and I wish to marry herself.|7|8|[3, 5]|['joy', 'surprise']|2
"I lost the note you gave me to give to the Baas, and we have been here nearly two years."""|0|1|[2, 4]|['fear', 'sadness']|2
I love you well, and would but trace the past in order to paint the future.|0|1|[3]|['joy']|1
I loved him--God knows! |0|1|[3]|['joy']|1
"I made no war upon your life, replied the lad; ""I was your true friend until ye sought for mine; but ye have sought for it greedily."""|25|26|[1]|['disgust']|1
I mean about her love for Mutimer?'|3|4|[3]|['joy']|1
"I never remember to have seen him, he replied; ""but--he died childless."|14|15|[2, 4]|['fear', 'sadness']|2
I never saw a circle of such hateful faces; and there was the man in the middle, with a kind of black, sneering coolness--frightened too, I could see that--but carrying it off, sir, really like Satan.|13|18|[2, 5]|['fear', 'surprise']|2
I never saw a man I so disliked, and yet I scarce know why.|11|12|[0, 1]|['anger', 'disgust']|2
I owed that man a reparation,' said the Prince; 'for when we met I was in the wrong and put a sore affront upon him.|29|30|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
I passed a most miserable night.|0|1|[0, 1, 4]|['anger', 'disgust', 'sadness']|3
I rather laughed at them at first, but I don't now.|9|10|[3, 5]|['joy', 'surprise']|2
"I read it aloud:-- ""... Baron Benoni, the wealthy banker of St. Petersburg, who was many years ago an inmate of a private lunatic asylum in Paris, is reported to be dangerously insane in Rome."" "|7|11|[0, 2]|['anger', 'fear']|2
I readily obeyed her, and we enjoyed an exhilarating drive together.|0|1|[2]|['fear']|1
I readily obeyed her, and we enjoyed an exhilarating drive together.|7|8|[3]|['joy']|1
I remedied this neglect of fortune for him in various ways with due forethought and delicacy--and gave him as many commissions as I possibly could without rousing his suspicion or wounding his pride.|37|38|[0, 2, 4]|['anger', 'fear', 'sadness']|3
I rose swiftly and took his hands, which were deadly cold, and led him to the outer room.|5|6|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
I see that I have--humiliated myself in vain; and it is rather bitter, I must confess.|18|19|[0, 2, 4]|['anger', 'fear', 'sadness']|3
I see you are flurried, whereas my mind is very tranquilly made up.  |0|1|[3]|['joy']|1
I shall always be glad to remember how tenderly Zara kissed me and wished me good repose; and I recall now, with mingled pain, wonder, and gratitude, how perfectly calm and contented I felt as, after my prayers, I sank to sleep, unwarned, and therefore happily unconscious, of what awaited me on the morrow.|50|51|[3]|['joy']|1
I shall always be glad to remember how tenderly Zara kissed me and wished me good repose; and I recall now, with mingled pain, wonder, and gratitude, how perfectly calm and contented I felt as, after my prayers, I sank to sleep, unwarned, and therefore happily unconscious, of what awaited me on the morrow.|10|12|[3, 5]|['joy', 'surprise']|2
I shall be glad to,' Adela replied, with a look of curiosity.|6|8|[5]|['surprise']|1
I shall be glad to,' Adela replied, with a look of curiosity.|0|1|[3]|['joy']|1
I shall glory in the place, I'm certain; and it'll be so nice to make the acquaintance of all your clever friends.'|7|8|[3]|['joy']|1
I shall go and inquire into the matter, and apologize for her intrusion.|0|1|[4]|['sadness']|1
I shall go and inquire into the matter, and apologize for her intrusion.|12|13|[2]|['fear']|1
I should have kicked.|0|1|[0]|['anger']|1
I should have killed my brother.|0|1|[2, 4]|['fear', 'sadness']|2
I started at her unexpected reply, and a kind of foreboding chilled my blood.|3|4|[2, 3, 5]|['fear', 'joy', 'surprise']|3
I suppose I'm 'impressed by their seriousness,' as aunt Belinda says.|8|9|[2, 4]|['fear', 'sadness']|2
I suppose they also handed on to me a hare-brain humour, which it has been my chief delight to indulge.  |19|20|[3]|['joy']|1
I suppose you're ashamed of me for saying that I'm not even a married woman.'|2|3|[1, 4]|['disgust', 'sadness']|2
I think I must be dying.'|2|3|[2, 4]|['fear', 'sadness']|2
I think it arose from his having a very confiding nature, and a kind little heart that sympathized with every one, and wished to make every one as comfortable as he liked to be himself.|5|6|[3]|['joy']|1
I think she did well to follow her fancy in the matter, and she herself has had plenty of time.|14|15|[3]|['joy']|1
I think you do yourself injustice, dearest Marchesa, said San Miniato, offering her his open case.|4|5|[0]|['anger']|1
I think you might have warned me, returned the other, with a touch of sullenness.|6|7|[2, 5]|['fear', 'surprise']|2
"I thought it was madness, he said, as he replaced the obnoxious paper in the safe, ""and now I begin to fear it is disgrace."""|22|23|[0, 2]|['anger', 'fear']|2
I told my story to a man I met by chance--one renowned for medical skill and kindliness.|7|8|[5]|['surprise']|1
I told you I was conscious of my own awkwardness.|3|4|[1]|['disgust']|1
I took the liberty of pointing out to my gentleman that the whole business looked apocryphal, and that a man does not, in real life, walk into a cellar door at four in the morning and come out of it with another man's cheque for close upon a hundred pounds.|0|1|[3, 5]|['joy', 'surprise']|2
I torture myself with these foolish memories.|0|1|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
I touched the topmost peak of the height of joy--the days were feasts of fairy-land, the nights dreams of rapture!|0|1|[3]|['joy']|1
I trusted him as a brother; he came and went as pleased him; he brought Nina gifts of flowers and fanciful trifles adapted to her taste, and treated her with fraternal and delicate kindness.|15|16|[3, 5]|['joy', 'surprise']|2
I trusted him as a brother; he came and went as pleased him; he brought Nina gifts of flowers and fanciful trifles adapted to her taste, and treated her with fraternal and delicate kindness.|13|14|[3]|['joy']|1
I trusted in friendship rather than love, and I had a friend--one for whom at that time I would gladly have laid down my life--one who inspired me with the most profound attachment.|20|21|[3]|['joy']|1
I understand, said San Miniato in a tone which betrayed some nervousness in spite of his best efforts to be calm, for he had assuredly not understood before.|4|8|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
I was a fool to speak as I did.|7|8|[1]|['disgust']|1
I was eager to gather so fair a lily for my own proud wearing--and her father gladly gave her to me, no doubt inwardly congratulating himself on the wealthy match that had fallen to the lot of his dowerless daughter.|0|1|[3, 5]|['joy', 'surprise']|2
I was eager to gather so fair a lily for my own proud wearing--and her father gladly gave her to me, no doubt inwardly congratulating himself on the wealthy match that had fallen to the lot of his dowerless daughter.|17|19|[3]|['joy']|1
I was eager to gather so fair a lily for my own proud wearing--and her father gladly gave her to me, no doubt inwardly congratulating himself on the wealthy match that had fallen to the lot of his dowerless daughter.|11|13|[3]|['joy']|1
I was happy in his society, as he, indeed, appeared to be in mine.|0|1|[3]|['joy']|1
I wish the friends were younger, chuckled Dr. Lanyon.|8|12|[3, 5]|['joy', 'surprise']|2
I wish you no ill, he answered shortly, pushing her aside, and he marched to the door, where he paused, bowed as stiffly as ever, and disappeared.|22|23|[2]|['fear']|1
I would just as soon give you up to the Holy Office as not; but my wife asked me to save you-- God bless her!|26|27|[3]|['joy']|1
I'll warr'nt there won't be a prettier girl in Oxford next week than what she is; no, nor a better one and a sweeter one neither.'|20|21|[3]|['joy']|1
I'll wring his calf's head off his body with these hands, Dick! |0|1|[0]|['anger']|1
I'm afraid your mother will be lonely,' Adela said.|0|1|[2]|['fear']|1
I'm afraid your mother will be lonely,' Adela said.|3|5|[4]|['sadness']|1
I'm glad to say,' replied Mrs. Waltham, 'that Alfred has grown much more sensible in his views of late.'|0|1|[3]|['joy']|1
"I'm not as clever as you, sister, she said, ""and I am always afraid to say things to you for fear of making you angry."|15|16|[0, 1, 2]|['anger', 'disgust', 'fear']|3
I'm so anxious you should have all your clothes the exact pink of perfection, Popsy.|0|1|[2]|['fear']|1
I'm young enough to have a good many years to live; and I should have to live them with you, if I married you.|24|25|[3]|['joy']|1
I've been having a lovely time.|0|1|[3, 5]|['joy', 'surprise']|2
I've had a'most enough o' Cap'n Smollett; he's hazed me long enough, by thunder!|16|17|[2]|['fear']|1
I, Fabio Romani, lately deceased, am about to chronicle the events of one short year--a year in which was compressed the agony of a long and tortured life-time!|0|1|[4]|['sadness']|1
"I--must confess, he said stiffly, ""that I felt at first that there were--obstacles in the way of my doing so."|12|13|[0, 2, 4]|['anger', 'fear', 'sadness']|3
"I--must confess, he said stiffly, ""that I felt at first that there were--obstacles in the way of my doing so."|5|6|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
"If Christ had not died, he said to himself, ""I should not have made this crucifix."|1|2|[2, 4]|['fear', 'sadness']|2
If he could but once set eyes on him, he thought the mystery would lighten and perhaps roll altogether away, as was the habit of mysterious.|10|11|[5]|['surprise']|1
If he had left the figure more securely propped upon the pad, it could not have slipped upon the bench; it could not have made that small distinct sound just as he was examining the place which was to have been his brother's grave; he would not have been suddenly frightened; he would not have gone over the matter in his mind as he had done, from the point of view of a future fear; he would have waited anxiously for another opportunity, and when it presented itself he would have struck the blow, and Paolo would have been dead, if not to-day, to-morrow.|98|99|[0, 2, 4]|['anger', 'fear', 'sadness']|3
