text|experiencer|emotion|explicit
Her present to Lucia, who was one of her bridesmaids, dazzled all beholders.|her|['joy']|True
Her pride in Adela was boundless.|Her|['joy']|True
Her soft voice trembled--for she was uttering her own sentence of death.|she|['anger', 'disgust', 'fear', 'sadness']|True
Her veil had been thrown back by accident or design, and for one brief moment I drank in that soul-tempting glance, that witch-like smile!|I|['disgust', 'fear']|True
Here he and his dark bride dwelt in perfect unity and happiness, in the midst of their own lands, surrounded by their own people, and wholly devoted to each other.|he and his dark bride|['joy']|True
Here he and his dark bride dwelt in perfect unity and happiness, in the midst of their own lands, surrounded by their own people, and wholly devoted to each other.|his|['joy']|True
Here he is,' cried Madame de Châteauvieux, betraying her suppressed excitement in her nervous little start.|Madame de Châteauvieux|['disgust', 'sadness']|True
Here he is,' cried Madame de Châteauvieux, betraying her suppressed excitement in her nervous little start.|her|['anger', 'fear', 'sadness']|True
Here the Indian gentleman lost his temper.|the Indian gentleman|['fear', 'sadness']|True
Here we must die like men, and like priests of the Lord before His altar.|we|['fear', 'sadness']|True
Herr Roederer, with too much of an author's licence, makes a great figure of his hero - poses him, indeed, to be the centre-piece and cloud-compeller of the whole.|his|['joy', 'surprise']|True
His arguments failed to convince me.|his|['anger']|True
His auditors were led to imagine that his love affair was nearer his heart than he admitted, and that he had a design on his own life.  |his|['joy']|True
His brief favour with the Duke he could not find it in his heart to mourn; with Joan to wife, and my Lord Foxham for a faithful patron, he looked most happily upon the future; and in the past he found but little to regret.|he|['joy', 'sadness']|True
His face desperately worked; his whole body was shaken by contorting spasms.|his|['fear']|True
His face was very grave, and his features had something in them that none of the three had seen before--something almost of grandeur.|his|['sadness']|True
His fancy called up pictures of Paolo lying wounded in bed, and he dreaded to face the sight.|His|['joy']|True
His fancy called up pictures of Paolo lying wounded in bed, and he dreaded to face the sight.|he|['fear']|True
His fears grew to terror as the life seemed to ebb away from the white face.|His|['anger', 'fear']|True
His greatest charm was this cheerful, fearless, quaint little way of making friends with people.|his|['joy', 'surprise']|True
His hand had imparted something to the features of the dying head which had not been there before, and as he stood over the bench he knew that he had surpassed his greatest work.|his|['fear', 'sadness']|True
His home would have been a hell, instead of being emancipated from tyranny as he had at first imagined.|he|['fear', 'sadness']|True
His honour is satisfied; death and battle are before him, and the proud Castilian is almost at peace.|Castilian|['joy']|True
His love will never fall, whoever else's may.|his|['joy']|True
His name was Mr. Hobbs, and Cedric admired and respected him very much.|Cedric|['joy']|True
His silence was so prolonged that Madame de Châteauvieux was startled by it.|Madame de Châteauvieux|['fear', 'surprise']|True
His thoughts were both quiet and happy.|his|['joy']|True
His valet, who was in the room when it came, thought his lordship would have a fit of apoplexy, he was so wild with anger.|he|['anger', 'surprise']|True
His was a very faithful and simple nature, and since he had loved Beatrice, it had been even further simplified.|he|['joy']|True
Hitherto it had touched him on the intellectual side alone; but now his imagination also was engaged, or rather enslaved; and as he lay and tossed in the gross darkness of the night and the curtained room, Mr. Enfield's tale went by before his mind in a scroll of lighted pictures.|he|['anger', 'disgust', 'fear', 'sadness']|True
How I wish I could entertain you here; but with this crowd it is impossible.'|I|['joy']|True
How dark the world was when she snubbed you, as she often did, the little rogue, just to see you look wretched; how sunny when she smiled!|she|['joy', 'surprise']|True
How dark the world was when she snubbed you, as she often did, the little rogue, just to see you look wretched; how sunny when she smiled!|you|['disgust', 'sadness']|True
How delicious it was to tell her that you loved her, that you lived for her, that you would die for her!|you|['fear', 'joy', 'sadness']|True
"How furious,"" she remarked cheerfully, ""how furious Lady Theobald will be!"" "|Lady Theobald|['anger', 'disgust']|True
"How furious,"" she remarked cheerfully, ""how furious Lady Theobald will be!"" "|she|['joy']|True
How impossible it was for you to go out at any time of the day or night without finding yourself eventually opposite her windows!|you|['sadness']|True
How jealous you were of every one about her!|you|['anger', 'disgust']|True
How miserable you were when you had offended her!|you|['anger', 'disgust', 'sadness']|True
How pretty Edie do look in her new dress, to be sure, Harry.|Edie|['joy']|True
How proud you were to do her bidding!|you|['joy']|True
How thankful I am that heaven has sent Beatrice such a man as you!|I|['joy']|True
How well he remembered her words, her laughter, and now ... now; was it possible he never would hear her laugh again?|her|['joy', 'surprise']|True
How you did rave, to be sure, what floods of extravagant nonsense you poured forth, and oh, how cruel it was of her to pretend not to believe you!|her|['anger', 'disgust', 'sadness']|True
How you did rave, to be sure, what floods of extravagant nonsense you poured forth, and oh, how cruel it was of her to pretend not to believe you!|you|['joy', 'surprise']|True
How you hated every man she shook hands with, every woman she kissed--the maid that did her hair, the boy that cleaned her shoes, the dog she nursed--though you had to be respectful to the last-named!|she|['joy', 'surprise']|True
