text|entity_start|entity_end|emotion_labels|emotions|emotion_count
As Wynnie spoke, she turned and went back to the house to fetch some of her work. Now, had she been going a message for me, she would have gone like the wind; but on this occasion she stepped along in a stately manner, far from devoid of grace, but equally free from frolic or eagerness. And I could not help noting as well that Mr. Percivale's eyes followed her.|44|45|[3]|['joy']|1
As for you, Ralph, you are a bigger fool, for you think that Jan Botmar, your foster-father here, desires to be rid of you when in truth he only seeks your good to his own sore loss. As for you, Suzanne, you are the biggest fool of all, for you wish to fly in everybody's face, like a cat with her first litter of kittens; but there, what is the use of arguing with a girl in love? Now listen, and I will ask you some questions, all of you.|51|53|[0]|['anger']|1
As for you, Ralph, you are a bigger fool, for you think that Jan Botmar, your foster-father here, desires to be rid of you when in truth he only seeks your good to his own sore loss. As for you, Suzanne, you are the biggest fool of all, for you wish to fly in everybody's face, like a cat with her first litter of kittens; but there, what is the use of arguing with a girl in love? Now listen, and I will ask you some questions, all of you.|92|94|[0]|['anger']|1
As for you, Ralph, you are a bigger fool, for you think that Jan Botmar, your foster-father here, desires to be rid of you when in truth he only seeks your good to his own sore loss. As for you, Suzanne, you are the biggest fool of all, for you wish to fly in everybody's face, like a cat with her first litter of kittens; but there, what is the use of arguing with a girl in love? Now listen, and I will ask you some questions, all of you.|110|111|[0]|['anger']|1
"As he did not return, Anton anxiously followed, and found Fink sitting on the sofa, his head resting on his hand. ""You have had bad news?"" inquired Anton."|36|38|[2]|['fear']|1
"As he did so, he gave a queer little laugh and went quickly back into the panelled parlour, while Betty glowed like a flower in the darkened bend of the staircase. When they called her and she came down the bright colour was still in her face, and her eyes were shining happily under the swan's-down border of her hood. ""This little lady isn't afraid of the cold,"" said the Major, as he pinched her cheeks."|93|94|[3]|['joy']|1
"As soon as I can discover any thing, I will write to you,"" said she, with firm resolve; ""and when Eugene comes home on leave, he will seek you out."" Thus Anton left the baron's house, excited by his meeting with his fair friend, and full of anxiety to serve the whole family. At the house door he stumbled upon Ehrenthal, who, in return for his distant bow, called after him to come very soon again to see his son Bernhard."|40|42|[2, 3]|['fear', 'joy']|2
As the conscious mediator, the monitor who kept that fearsome menage of horror, grew stronger, Anthony became physically weaker. He was scarcely able to get through the two days of toil, and when he was released, one rainy afternoon, and returned to his company, he reached his tent only to fall into a heavy doze, from which he awoke before dawn, aching and unrefreshed. Beside his cot were two letters that had been awaiting him in the orderly tent for some time.|71|72|[4]|['sadness']|1
As the conscious mediator, the monitor who kept that fearsome menage of horror, grew stronger, Anthony became physically weaker. He was scarcely able to get through the two days of toil, and when he was released, one rainy afternoon, and returned to his company, he reached his tent only to fall into a heavy doze, from which he awoke before dawn, aching and unrefreshed. Beside his cot were two letters that had been awaiting him in the orderly tent for some time.|71|72|[4]|['sadness']|1
"At dress parade, Colonel Brockridge, to whom the petition had been presented early in the afternoon, called Nevers forward, and after a few remarks, restored him to his former position as first sergeant of Company D, observing at the same time that the name of Richard Grant on the paper had had more influence upon his mind than that of all the others. It was a magnanimous act, which he heartily approved. ""Three cheers for Nevers!"""|82|83|[3]|['joy']|1
At that moment a voice of sluggish merriment saluted Robin's ears; he turned instinctively, and just behind the corner of the church stood the lantern-bearer, rubbing his eyes, and drowsily enjoying the lad's amazement. Then he heard a peal of laughter like the ringing of silvery bells; a woman twitched his arm, a saucy eye met his, and he saw the lady of the scarlet petticoat. A sharp, dry cachinnation appealed to his memory, and, standing on tiptoe in the crowd, with his white apron over his head, he beheld the courteous little innkeeper.|117|119|[3]|['joy']|1
At that moment a voice of sluggish merriment saluted Robin's ears; he turned instinctively, and just behind the corner of the church stood the lantern-bearer, rubbing his eyes, and drowsily enjoying the lad's amazement. Then he heard a peal of laughter like the ringing of silvery bells; a woman twitched his arm, a saucy eye met his, and he saw the lady of the scarlet petticoat. A sharp, dry cachinnation appealed to his memory, and, standing on tiptoe in the crowd, with his white apron over his head, he beheld the courteous little innkeeper.|68|69|[3]|['joy']|1
